ID,COUNTRY,C_ID,TYPE,TYPE2,XCOO,YCOO,XLAEA,YLAEA,ALT,CIA,sand,silt,clay,sand_norm,silt_norm,clay_norm,soiltype,soilclass,climate,MeanTemp,AnnPrec,PM,CEC,pH_CaCl2,TOC,Ag,Al,As,Au,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Pd,Pt,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,C_tot,S_tot,SiO2,Si_XRF,TiO2,Ti_XRF,Al2O3,Al_XRF,Fe2O3,Fe_XRF,MnO,Mn_XRF,MgO,Mg_XRF,CaO,Ca_XRF,Na2O,Na_XRF,K2O,K_XRF,P2O5,P_XRF,SO3,S_XRF,Cl_XRF,F_XRF,LOI,As_XRF,Ba_XRF,Bi_XRF,Ce_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Ga_XRF,Hf_XRF,La_XRF,Mo_XRF,Nb_XRF,Ni_XRF,Pb_XRF,Rb_XRF,Sb_XRF,Sc_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Th_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Zn_XRF,Zr_XRF,208_207,207_208,208_206,206_208,206_207,207_206,SUSCEPTIBILITY,SUSCEPTIBILITY/FE2O3
5117,BUL,4,Ap,ApS,22.7805,43.4976,5351684.119,2353522.234,357,63.8,45,43,12,45.1,42.7,12.1,lS,l,Temp,10.2,623,green,20.4,6.55,2.2,0.1208,17233,7.894,0.006355,3.41,144.0,0.4483,0.1861,4774,0.3714,30.0,19.63,55.04,1.150,32.47,27163,4.817,0.0695,0.04857,0.02431,0.02529,3064,14.140,14.516,7409,944,0.447,49.2,0.681,32.35,1097,24.91,0.00367,0.00050,17.40,0.000250,312,0.3966,4.0593,0.4564,0.7838,20.4,0.0025,0.0410,3.471,391.6,0.1224,0.587,47.2,0.0638,7.52,81.2,2.832,2.52,0.02,60.07,280791,1.063,6373,13.66,72296,6.01,42036,0.154,1193,2.39,14413,2.935,20976,2,14837,1.854,15391,0.288,1257,0.05,0.02,0.006,0.025,9.17,10,449,1.5,68,23,122,8,30,16,10,10,1,14,40,28,72,2.5,20,2,147,2.5,7,3,136,2.5,34,102,228,2.470636418,0.404635048,2.075690711,0.481761644,1.192599598,0.838513233,0.769327784,0.128007951
5118,SPA,158,Ap,ApS,-5.68,38.0153,2945031.22,1801230.398,670,78.6,36,53,19,33.4,49,17.6,sL,m,Medi,15.0,685,schist,7.8,5.87,0.6,0.0385,6167,14.420,0.000756,0.58,71.4,0.9037,0.3361,808,0.0678,46.6,16.89,12.75,0.613,8.09,33609,1.873,0.0561,0.07164,0.03731,0.04944,1056,16.478,4.035,454,1090,1.015,15.7,0.130,16.61,184,15.84,0.01221,0.00050,9.95,0.001210,47,1.0427,3.9690,0.2357,0.3153,7.1,0.0025,0.0499,4.301,25.0,0.0780,0.551,16.7,0.0344,10.27,14.0,5.222,0.69,0.005,66.54,311034,0.737,4418,14.97,79229,6.56,45883,0.15,1162,0.99,5970,0.185,1322,0.14,1039,3.554,29503,0.126,550,0.005,0.002,0.011,0.09,5.69,20,334,4,63,18,78,7,2.5,22,9,22,1,14,32,21,129,2.5,12,2,585,2.5,10,3,100,2.5,24,28,191,2.478053898,0.403609519,2.065322958,0.484439175,1.200091944,0.833287019,1.70021389,0.259178947
5119,FRA,69,Ap,ApS,-0.313,47.8914,3552208.297,2806854.043,93,77.8,73,17,9,74.2,16.9,8.9,lS,l,Temp,11.1,711,quartz,8.1,5.44,0.7,0.0138,2184,10.061,0.000968,1.78,12.1,0.2436,0.0617,804,0.1099,15.0,2.51,6.05,0.393,3.43,6529,0.550,0.0100,0.01620,0.01689,0.00549,475,6.901,1.467,333,202,0.124,9.6,0.091,2.64,403,6.99,0.00050,0.00050,7.02,0.000250,75,0.1233,0.5393,0.3344,0.2856,3.0,0.0025,0.0201,1.701,15.0,0.0348,0.410,10.2,0.0395,1.54,13.6,0.857,0.72,0.005,92.05,430278,0.382,2290,2.33,12332,1.3,9093,0.035,271,0.13,784,0.131,936,0.04,297,0.551,4574,0.111,484,0.005,0.002,0.009,0.025,2.79,12,105,1.5,55,1.5,20,1.5,2.5,2,8,10,1,8,4,11,30,2.5,1,2,16,2.5,2.5,1.5,25,2.5,15,22,324,2.484541373,0.402318932,2.097706239,0.47701245,1.186605541,0.843182338,0.04766859,0.036668146
5121,ITA,44,Ap,ApS,13.1769,41.5006,4587235.476,2049929.755,63,85.5,43,34,14,46.8,37.8,15.4,sL,m,Medi,15.0,1047,green,21.9,5.63,2.1,0.0763,43767,26.801,0.003069,4.67,322.4,5.7738,1.0093,2828,0.7250,173.1,32.03,54.20,11.870,103.52,51277,11.971,0.1030,1.08115,0.46760,0.06343,2578,74.863,31.026,2696,1883,3.216,147.2,2.986,42.41,831,93.08,0.14794,0.00741,77.48,0.001191,325,0.9983,9.7225,0.6917,3.7546,19.1,0.0025,0.1368,33.721,1599.2,2.0620,3.601,186.9,0.9644,22.50,82.5,81.921,2.37,0.027,52.57,245733,1.08,6475,17.78,94101,8.74,61130,0.254,1967,0.94,5669,0.827,5911,0.44,3264,2.123,17624,0.264,1152,0.01,0.004,0.001,0.1,14.46,35,741,4,215,33,103,23,111,22,16,120,3,32,51,102,176,2.5,16,10,226,2.5,50,9,245,9,48,116,452,2.48057694,0.403096114,2.05649221,0.486654607,1.206958111,0.828681162,4.117021487,0.47105509
5122,SIL,8,Ap,ApS,9.5108,47.1072,4283840.303,2666086.158,464,73.4,28,39,16,33.6,47.2,19.2,sL,m,Temp,9.3,1119,other,13,7.13,1.2,0.0868,10058,18.141,0.006306,2.72,26.5,0.1580,0.2947,61899,0.2706,15.8,12.03,25.16,0.858,39.55,21932,2.539,0.0100,0.00500,0.03157,0.01006,1186,7.830,29.218,8706,757,0.654,27.5,0.271,39.62,1319,16.51,0.00050,0.00050,7.27,0.002024,215,0.5342,1.7136,0.5884,0.4846,237.1,0.0025,0.1250,3.592,103.6,0.0705,0.651,19.6,0.2674,6.80,68.3,0.104,3.52,0.005,56.42,263729,0.54,3237,11.18,59170,4.24,29656,0.109,844,2.15,12965,9.157,65445,1.12,8309,2.041,16943,0.306,1335,0.07,0.028,0.005,0.1,12.24,18,356,1.5,82,12,74,8,34,14,8,22,1,12,39,19,85,2.5,12,2,339,2.5,10,6,93,2.5,28,93,185,2.47508244,0.404142666,2.077721373,0.481589314,1.192174441,0.838864365,0.108352595,0.025554857
5123,FRA,174,Ap,ApS,-0.211,44.1798,3505594.057,2396786.432,135,73.5,32,35,25,34.9,38.1,27,L,s,Temp,12.1,938,other,16.7,7.33,0.8,0.1731,11259,14.888,0.002896,3.30,88.7,0.6255,0.3772,28123,0.5760,30.7,9.01,34.38,2.014,18.40,19877,3.630,0.0429,0.04808,0.06657,0.02597,1579,15.466,21.359,5992,480,0.515,72.2,0.549,22.05,526,42.91,0.00408,0.00050,16.31,0.000250,128,0.8730,2.4819,0.3975,1.6068,30.7,0.0025,0.0717,5.101,122.7,0.1254,0.899,23.4,0.2832,7.38,110.5,1.954,1.85,0.005,66.73,311922,0.591,3543,10.88,57583,3.57,24970,0.075,581,1.39,8382,4.431,31668,0.83,6157,2.358,19575,0.146,637,0.05,0.02,0.006,0.025,8.64,17,443,1.5,65,9,64,6,18,13,10,27,1,13,22,51,96,2.5,10,2,108,2.5,11,4,76,2.5,31,133,253,2.467647796,0.40525947,2.094181806,0.477461697,1.179171487,0.84825003,0.129477497,0.036268206
5124,SIL,13,Ap,ApS,6.9036,46.3328,4082398.211,2584925.4,379,69.4,35,43,14,37.9,46.7,15.4,sL,m,Temp,10.0,787,other,18.6,7.19,1.5,0.0740,10974,8.320,0.002484,5.42,66.7,0.4625,0.2460,35258,0.2694,13.9,11.27,34.21,1.319,37.22,20030,2.980,0.0100,0.01147,0.03829,0.01679,1904,7.140,20.153,9197,624,0.657,55.2,0.516,40.78,1226,18.03,0.00139,0.00050,16.16,0.000250,305,0.3311,2.5707,0.4557,1.4305,103.6,0.0025,0.1803,3.492,109.6,0.1407,0.834,24.0,0.2435,8.79,62.4,0.443,3.08,0.011,58.73,274527,0.588,3525,12.29,65045,4.31,30146,0.101,782,2.57,15498,6.018,43011,1.81,13428,2.266,18811,0.282,1231,0.09,0.036,0.007,0.05,10.59,8,378,1.5,64,13,90,7,35,14,7,25,1,13,48,21,101,2.5,10,2,211,2.5,11,4,87,2.5,32,84,173,2.475916779,0.404065872,2.064766007,0.484726325,1.198767035,0.834630838,0.363751335,0.084397062
5125,SWE,136,Ap,ApN,13.1346,57.7152,4508010.082,3850021.919,286,61.8,53,34,3,58.4,37.8,3.8,zS,ll,BoTe,5.6,896,prec,7.2,4.73,2.7,0.0788,9301,5.488,0.000530,2.16,37.8,0.2247,0.1040,1441,0.2414,40.9,6.65,15.33,1.262,14.82,14360,3.355,0.0436,0.01534,0.04199,0.02188,474,13.789,6.455,1362,1415,1.540,54.6,1.270,11.48,762,15.50,0.00119,0.00050,10.32,0.000250,331,0.2477,1.3700,0.7462,0.8962,7.0,0.0025,0.0100,0.955,455.8,0.3332,1.178,33.4,0.0704,6.82,50.7,0.719,3.34,0.026,69.78,326179,0.561,3363,9.81,51920,3.42,23921,0.221,1712,0.76,4583,1.443,10313,2.18,16172,2.297,19068,0.267,1165,0.005,0.002,0.004,0.025,8.96,5,542,1.5,63,11,62,4,13,12,8,10,1,11,13,24,66,2.5,7,2,151,2.5,2.5,6,67,2.5,26,68,370,2.46920743,0.405256252,1.981694607,0.505770896,1.248420045,0.801574257,1.10267014,0.32241817
5126,SPA,82,Ap,ApS,-1.0372,41.3719,3397546.501,2097674.844,514,14,43,36,16,45.1,38.1,16.7,sL,m,Medi,12.8,377,chalk,13.3,7.59,,0.0187,6030,9.137,0.000997,3.39,93.3,0.4337,0.1262,117165,0.1136,18.9,6.03,8.64,0.948,8.46,13455,1.586,0.0100,0.07033,0.01378,0.01325,1369,9.464,8.143,3739,254,0.328,50.6,0.160,11.23,252,9.41,0.00565,0.00050,6.40,0.000250,155,0.9962,1.1498,0.1638,0.2724,153.5,0.0025,0.2335,3.163,29.8,0.0523,0.542,11.6,0.0995,4.25,21.9,1.674,4.34,0.005,57.83,270320,0.472,2830,4.96,26251,2.31,16157,0.039,302,0.84,5066,15.95,113995,0.14,1039,1.155,9588,0.071,310,0.06,0.024,0.001,0.025,15.74,8,254,1.5,39,6,24,4,14,6,12,10,1,10,13,12,45,2.5,5,2,177,6,7,3,40,2.5,24,32,337,2.504113034,0.399495034,2.095763159,0.477877422,1.197227848,0.83565915,0.175834304,0.076118746
5128,ITA,65,Ap,ApS,11.2817,43.1625,4425519.881,2229211.022,163,79.4,27,46,19,29.1,49.9,21,sL,m,Medi,14.3,734,chalk,18.2,7.44,1,0.5028,14388,43.218,0.002649,6.99,68.3,0.7487,1.1427,79397,0.4443,12.6,16.18,38.26,11.575,47.44,29383,3.511,0.0383,0.02316,0.14319,0.03985,1486,5.449,37.715,6399,871,0.908,154.2,0.127,48.51,589,61.15,0.00435,0.00050,15.52,0.000250,1512,2.8800,4.1888,0.4106,0.6859,389.4,0.0025,0.1327,2.373,16.0,0.2516,0.522,25.9,0.1221,7.78,124.5,1.060,3.76,0.121,52.84,246995,0.587,3519,10.02,53031,4.83,33783,0.113,875,1.58,9528,11.25,80404,0.48,3561,1.671,13872,0.154,672,0.44,0.1762,0.005,0.1,15.63,46,241,5,68,14,103,19,46,12,2.5,10,1,12,53,63,83,2.5,12,2,423,2.5,7,1.5,88,2.5,26,147,164,2.486398467,0.402265882,2.081376683,0.48029713,1.194156179,0.83731561,0.107035867,0.022160635
5129,SPA,77,Ap,ApS,-4.0508,41.0369,3142011.705,2102954.006,1085,74.6,58,21,17,59.8,22.2,18,sL,m,Medi,10.7,494,other,21,7.2,1.3,0.0338,20594,19.224,0.000890,3.44,68.6,1.6044,0.3954,8921,0.1006,49.2,11.53,34.52,4.420,20.14,25756,6.614,0.0608,0.05968,0.02030,0.02177,3725,23.683,37.045,9731,551,0.330,47.9,0.663,23.26,656,13.75,0.00142,0.00157,32.09,0.000250,191,0.1618,3.3598,0.2680,1.5612,9.5,0.0025,0.0100,8.204,276.7,0.2534,1.258,41.0,0.2732,9.85,53.6,2.953,1.78,0.005,62.94,294206,0.638,3825,13.98,73989,4.38,30635,0.079,612,2.05,12362,1.526,10906,0.74,5490,3.27,27146,0.198,864,0.05,0.02,0.001,0.025,9.86,23,531,1.5,108,16,52,10,16,17,9,43,1,13,25,27,137,2.5,10,2,62,2.5,19,4,69,7,39,72,311,2.527804597,0.395562096,2.082295604,0.480203891,1.213561622,0.823917922,0.142682297,0.032575867
5130,POL,115,Ap,ApS,18.1115,50.2459,4898279.763,3046840.626,216,69.1,25,64,18,23.2,59.9,16.8,lZ,m,Temp,8.4,652,loess,13.9,6.62,1.1,0.0430,11003,6.111,0.000934,5.03,69.8,0.4591,0.1188,2518,0.3131,40.1,7.07,18.42,0.925,9.59,13974,2.830,0.0100,0.04948,0.03550,0.01936,1493,18.840,9.682,2093,439,0.227,34.5,0.538,15.51,432,18.06,0.00312,0.00050,14.43,0.000250,160,0.2511,2.2449,0.2684,0.6802,12.4,0.0025,0.0100,4.080,136.4,0.1325,0.883,21.6,0.0739,7.73,42.5,2.044,1.36,0.005,77.68,363107,0.724,4340,8.29,43875,2.67,18675,0.071,550,0.59,3558,0.692,4946,0.81,6009,2.196,18230,0.132,576,0.02,0.008,0.008,0.025,5.84,8,442,1.5,68,10,69,6,9,9,15,25,1,15,17,25,79,2.5,7,2,79,2.5,12,1.5,54,2.5,35,57,555,2.507595683,0.398726774,2.053358279,0.486937859,1.221369073,0.818689167,0.255485654,0.095687511
5131,FIN,115,Ap,ApN,29.0667,65.2167,5206096.27,4800869.649,232,69.5,66,50,4,54.8,42,3.2,zS,ll,Spbo,0.2,587,org,34.8,4.27,29,0.0510,7653,1.243,0.000463,2.94,120.9,0.3039,0.0708,6508,0.2669,44.3,7.60,29.11,0.212,25.21,15810,1.796,0.0397,0.02483,0.12925,0.00784,400,23.411,3.678,2609,626,2.017,45.7,0.607,15.57,1963,8.67,0.00206,0.00050,2.22,0.000250,2332,0.1535,1.0322,0.8502,0.2283,69.4,0.0025,0.0532,0.129,145.7,0.0638,1.526,27.7,0.0548,6.86,16.9,0.619,34.3,0.195,19.71,92132,0.206,1235,4.63,24504,2.89,20214,0.087,674,0.77,4643,1.6,11435,0.87,6454,0.552,4582,0.534,2330,0.005,0.002,0.003,0.025,68.02,1.5,288,1.5,54,9,41,1.5,22,7,2.5,10,1,6,18,1.5,15,2.5,5,2,128,2.5,2.5,3,44,2.5,15,13,55,2.472746042,0.404416422,2.077478511,0.481288317,1.189745141,0.840387615,0.034214391,0.011838889
5132,HEL,23,Ap,ApS,20.9114,40.2283,5250741.145,1970659.923,715,52.3,25,50,25,25.4,49.6,25,sL,m,Medi,11.4,909,green,23.9,7.27,2.4,0.0532,21151,4.471,0.002923,10.38,98.0,0.6026,0.2265,54253,0.2674,30.0,28.42,142.15,1.141,37.52,32254,5.584,0.0332,0.07866,0.02719,0.02482,1981,13.338,39.053,20530,1406,0.308,80.2,0.214,226.85,738,13.40,0.00050,0.00050,18.66,0.000250,266,0.1406,6.6717,0.4096,0.5038,166.0,0.0025,0.0844,3.450,99.8,0.1415,0.477,55.2,0.0165,10.10,64.7,2.370,3.37,0.013,52.58,245779,0.596,3573,10.75,56894,5.49,38399,0.19,1471,4.14,24966,7.773,55554,1.35,10015,1.647,13673,0.184,803,0.11,0.0441,0.005,0.025,14.76,5,290,1.5,58,28,524,7,37,13,9,10,1,12,240,15,77,2.5,16,2,196,2.5,7,3,100,2.5,29,82,147,2.481378633,0.40296155,2.078855247,0.480936866,1.193872612,0.83757061,0.215721176,0.039293475
5133,SPA,106,Ap,ApS,-6.0189,39.7889,2952882.917,2000096.891,302,75.3,59,26,16,58.8,25.7,15.5,sL,m,Medi,16.1,448,schist,17.3,6.1,1.4,0.0272,10527,7.789,0.000646,1.24,96.8,0.6994,0.2103,1994,0.0788,45.7,7.47,16.52,0.981,4.79,11887,2.726,0.0239,0.07328,0.04899,0.00940,702,22.797,7.712,1442,364,0.140,25.3,0.312,8.25,266,14.92,0.00858,0.00050,7.91,0.000250,133,0.8663,1.5123,0.2719,0.9179,6.2,0.0025,0.0367,6.707,34.7,0.0707,0.922,19.6,0.0761,5.22,18.2,2.962,1.23,0.005,81.07,378953,0.659,3951,6.43,34031,2.41,16856,0.067,519,0.49,2955,0.36,2573,0.41,3042,0.81,6724,0.087,380,0.005,0.002,0.007,0.025,6.97,10,221,1.5,93,11,31,6,6,8,14,26,1,13,13,24,44,2.5,5,2,31,2.5,12,4,45,2.5,32,36,444,2.491055611,0.40135875,2.078936259,0.480959978,1.198386836,0.834433679,0.161154111,0.066868926
5134,HEL,69,Ap,ApS,23.3892,38.8661,5483663.22,1855718.115,345,88.5,35,18,32,41.3,20.9,37.8,L,s,Medi,15.6,565,chalk,28.1,7.45,0.9,0.0154,19222,18.108,0.001664,3.97,50.8,0.4101,0.0870,172235,0.1907,18.6,41.96,241.28,2.425,47.83,28800,4.206,0.0498,0.09079,0.01968,0.02289,1688,8.540,11.428,18222,981,0.147,69.9,0.331,566.72,327,9.06,0.00848,0.00142,10.11,0.001021,56,0.2230,5.2889,0.3639,0.8178,41.3,0.0025,0.1890,1.549,128.5,0.1267,0.258,39.3,0.0175,6.42,39.7,2.266,7.03,0.005,28.89,135043,0.436,2614,6.22,32919,4.88,34132,0.138,1069,3.77,22734,24.79,177174,0.06,445,0.658,5462,0.09,393,0.05,0.02,0.001,0.07,29.51,20,111,1.5,10,43,996,6,50,6,8,10,1,8,537,6,31,2.5,10,2,58,2.5,2.5,1.5,67,2.5,19,58,81,2.475045921,0.404023877,2.059201611,0.485588705,1.202075353,0.831832459,0.224118097,0.04592584
5135,BUL,12,Ap,ApS,26.3489,43.8897,5625932.364,2452135.641,75,77.3,29,37,27,31.1,39.6,29.3,L,s,Temp,11.1,583,other,34.5,5.99,1.4,0.0381,25290,7.957,0.001941,2.87,164.5,1.1608,0.2248,5890,0.1411,45.3,15.54,40.31,1.398,19.72,26702,5.928,0.0721,0.15089,0.02307,0.02604,2153,21.632,20.216,5799,596,0.454,39.1,0.275,40.28,385,16.08,0.01512,0.00050,17.14,0.000250,125,0.3686,4.2823,0.3241,0.8142,18.1,0.0025,0.0705,6.505,41.2,0.1301,0.542,42.6,0.0375,9.39,53.0,4.620,1.6,0.005,63.68,297665,0.924,5539,13.08,69226,5.08,35531,0.099,767,1.46,8804,1.229,8784,0.9,6677,1.741,14453,0.117,511,0.005,0.002,0.011,0.05,11.34,11,427,1.5,101,12,112,6,16,15,11,43,1,17,46,22,88,2.5,13,2,85,2.5,14,5,101,2.5,42,71,395,2.491158634,0.40135757,2.072271727,0.482492731,1.202524675,0.831561013,0.8516099,0.167639744
5136,FIN,11,Ap,ApN,24.1833,60.1,5105941.346,4189944.647,16,63.7,30,48,22,30.1,48,21.9,sL,m,BoTe,5.1,622,granite,16.6,5.61,1.8,0.0703,19305,4.336,0.002115,6.63,117.7,0.7274,0.2241,4165,0.2365,60.0,12.28,46.46,2.838,21.67,28590,7.528,0.0898,0.10974,0.05494,0.03601,5212,29.009,27.867,6863,584,0.964,173.1,2.103,21.94,989,14.19,0.01715,0.00050,55.40,0.000250,221,0.1351,5.5153,0.3126,1.5284,25.0,0.0025,0.0100,8.601,1144.3,0.3539,3.372,70.4,0.2151,10.38,82.2,7.833,2.04,0.012,63.37,296216,0.627,3759,13.22,69967,5.4,37769,0.102,790,1.74,10493,1.862,13308,1.94,14392,2.917,24215,0.289,1261,0.005,0.002,0.01,0.09,8.14,6,564,4,64,13,77,6,19,19,14,36,1,15,24,26,128,2.5,13,2,171,2.5,11,6,104,2.5,30,103,248,2.605641234,0.383767949,1.823295046,0.548354712,1.429641028,0.699458156,0.129204129,0.023926691
5137,BUL,24,Ap,ApS,24.4554,42.1567,5511574.786,2231594.441,190,62.2,60,12,14,69.7,14.2,16.1,sL,m,Temp,12.2,538,other,26,6.52,2,0.0527,23468,4.906,0.003743,3.79,118.6,1.0825,0.2686,5655,0.2369,37.7,11.24,24.85,1.767,48.91,25591,6.808,0.0232,0.19531,0.01199,0.02114,2990,18.638,18.608,5611,624,0.553,125.3,0.635,17.43,385,23.27,0.01345,0.00050,29.49,0.000890,159,0.2162,4.8707,0.3919,1.3576,62.4,0.0025,0.1008,6.528,507.4,0.2031,1.732,58.7,0.0770,8.16,72.7,8.548,1.39,0.005,61.38,286914,0.568,3405,15.8,83622,4.59,32104,0.097,751,1.4,8443,1.697,12128,2.21,16395,2.754,22862,0.118,515,0.02,0.008,0.001,0.025,9.04,7,571,1.5,62,13,46,6,46,19,11,10,1,14,20,30,107,2.5,13,2,229,2.5,8,1.5,99,2.5,25,86,141,2.48045721,0.40307836,2.067847027,0.483436181,1.199576397,0.833560266,1.246027337,0.271465651
5138,FIN,14,Ap,ApN,22.5,60.9,4997465.638,4259940.812,66,68.4,34,47,20,33.6,47,19.4,sL,m,BoTe,4.2,656,prec,11.5,4.68,2,0.0391,18947,3.969,0.001832,2.55,93.9,0.6850,0.1665,2303,0.1049,54.7,19.28,39.87,2.383,11.86,29126,6.967,0.0681,0.08038,0.02257,0.02551,2124,26.339,23.746,5030,842,0.492,91.6,1.647,17.47,677,12.97,0.00949,0.00143,31.97,0.000250,187,0.1350,4.3041,0.4229,1.2078,19.4,0.0025,0.0100,6.580,862.1,0.2623,1.852,55.5,0.0581,8.09,55.9,4.275,2.24,0.012,65.88,307949,0.678,4065,12.03,63669,5.19,36301,0.125,968,1.31,7900,1.082,7733,1.63,12092,2.654,22032,0.211,921,0.005,0.002,0.005,0.06,8.89,3,529,1.5,81,20,65,5,9,16,11,43,1,15,19,23,118,2.5,11,2,125,2.5,12,5,82,2.5,28,72,272,2.581760251,0.387308088,1.806735028,0.55330587,1.428672513,0.699900938,0.174810497,0.033682177
5139,HUN,19,Ap,ApS,18.9069,47.492,4990782.756,2749080.742,215,76.6,30,52,22,29.2,50.1,20.7,sL,m,Temp,10.5,581,other,22,7.36,1.1,0.0493,15762,21.327,0.001800,5.65,91.4,1.0045,0.1793,45312,0.2795,32.1,11.35,27.05,1.444,28.55,25983,4.080,0.0294,0.14761,0.13467,0.01604,2326,15.761,15.851,11380,586,0.614,43.0,0.494,31.14,629,16.30,0.00764,0.00050,16.89,0.000250,196,1.9560,3.1751,0.4224,0.8078,63.4,0.0025,0.0935,4.576,107.3,0.1858,0.633,33.9,0.2282,8.28,49.8,3.624,3.16,0.005,59.05,276023,0.706,4233,9.57,50649,4.61,32244,0.088,682,2.4,14473,7.054,50415,0.75,5564,1.562,12967,0.163,711,0.08,0.032,0.006,0.025,13.6,22,320,1.5,77,14,76,6,24,10,13,24,1,15,33,22,69,2.5,8,2,133,2.5,6,4,75,2.5,35,68,329,2.490678991,0.401487076,2.064559819,0.484278887,1.206602668,0.828605381,0.634922372,0.137727196
5142,ITA,109,Ap,ApS,7.6814,44.9511,4137742.933,2429447.595,230,64.3,51,32,13,52.7,33.4,13.9,lS,l,Medi,12.8,802,green,7.3,5.28,0.5,0.0283,12772,8.220,0.004246,1.56,50.6,0.4632,0.1930,1407,0.1800,23.7,15.32,101.92,0.747,23.90,24624,3.314,0.0439,0.00500,0.02385,0.01511,1359,11.540,19.430,7399,676,0.365,34.9,0.256,103.48,660,22.44,0.00050,0.00050,13.06,0.000797,64,0.3895,3.0875,0.3242,0.8399,8.2,0.0025,0.0100,4.275,177.7,0.0860,0.735,23.6,0.1820,7.08,51.8,0.530,0.52,0.005,71.61,334733,0.575,3447,11.18,59170,4.91,34342,0.114,883,2.63,15860,1.237,8841,1.44,10683,1.703,14137,0.163,711,0.005,0.002,0.012,0.025,4.17,9,253,1.5,42,19,200,5,22,11,6,23,1,11,125,26,79,2.5,12,2,84,2.5,6,1.5,81,2.5,31,72,146,2.463930966,0.405828549,2.086609739,0.479163874,1.181122572,0.846628907,1.09099158,0.222197878
5143,HEL,74,Ap,ApS,26.5886,37.3494,5789514.342,1745910.96,10,56.9,65,21,20,61.2,19.7,19.1,sL,m,Medi,17.9,664,other,10.5,5.3,1,0.0144,4725,12.941,0.001365,1.10,28.8,1.0240,0.1249,1057,0.0637,82.3,3.72,9.94,0.613,5.28,13677,2.047,0.0452,0.00500,0.01446,0.01015,891,44.639,2.334,889,313,11.395,71.7,0.327,11.03,224,21.04,0.00407,0.00050,12.13,0.000250,154,0.7393,0.7602,0.3869,0.3234,13.9,0.0025,0.2738,3.205,130.0,0.1879,0.631,16.9,0.1172,2.57,16.8,1.069,1.19,0.011,63.27,295749,0.72,4316,16.63,88014,2.46,17206,0.048,372,0.46,2774,0.273,1951,1.39,10312,9.543,79221,0.07,305,0.005,0.002,0.009,0.025,4.74,15,414,4,106,1.5,122,6,6,16,9,60,15,65,10,33,383,2.5,3,2,108,6,25,8,49,11,31,33,482,2.478350565,0.403476513,2.060787612,0.485211214,1.202438909,0.831629193,0.842984012,0.342676428
5144,FRA,88,Ap,ApS,6.4063,47.3462,4049372.477,2699105.513,334,80.2,33,51,17,32.3,50.6,17.1,sL,m,Temp,9.7,1011,other,16.4,6.07,1.5,0.0327,17109,19.519,0.000776,3.43,63.3,0.8689,0.2204,2788,0.3265,57.4,14.92,36.93,1.698,13.32,27140,4.599,0.0270,0.10743,0.02755,0.03735,1367,26.540,18.747,2443,1071,1.424,28.6,0.649,26.00,854,25.96,0.00582,0.00050,20.05,0.000250,242,0.2902,4.1572,0.4623,1.0056,9.3,0.0025,0.0609,5.568,62.6,0.1995,1.245,48.4,0.1167,14.21,44.4,3.800,1.79,0.02,72.48,338800,0.879,5270,9.43,49908,4.77,33363,0.16,1239,0.71,4282,0.603,4310,0.56,4154,1.304,10825,0.232,1012,0.03,0.012,0.013,0.025,8.55,27,252,1.5,89,14,97,8,12,12,16,37,1,20,31,32,73,2.5,10,2,63,2.5,15,5,95,2.5,46,64,442,2.47856463,0.403429951,2.048357904,0.488103776,1.210353338,0.826068867,0.209105781,0.04383769
5145,FRA,98,Ap,ApS,-0.153,46.9363,3549968.901,2699874.469,53,68.6,50,25,17,54.2,27.6,18.2,sL,m,Temp,11.6,701,other,16.5,5.66,1.8,0.0955,13836,15.514,0.005973,3.79,103.3,1.8340,0.5956,2567,0.2636,43.0,9.85,26.28,3.394,11.96,16789,4.480,0.0342,0.03678,0.03286,0.02751,1247,23.754,20.714,2460,560,0.297,66.3,0.844,13.57,572,26.92,0.00050,0.00050,17.11,0.000601,366,0.5326,2.7884,0.6028,1.8662,11.5,0.0055,0.0100,4.769,247.7,0.2111,3.746,33.2,0.2983,11.42,63.4,1.495,2.3,0.02,68.56,320476,0.666,3993,12.12,64145,3.39,23711,0.091,705,0.85,5126,1.104,7890,1.62,12018,2.657,22057,0.189,825,0.005,0.002,0.001,0.025,8.47,20,526,1.5,63,13,50,11,10,14,7,40,1,13,20,39,125,2.5,9,8,141,2.5,10,8,69,6,31,87,241,2.495125681,0.400784795,2.054541994,0.486701455,1.214260471,0.82343382,0.157328926,0.046409713
